city,type,code,hours,Container_s,Container_ml,liters,n_vectors,susc,exp,inf
Ukunda,house,U2004,10.1,1,1,10,15,15,0,0
Ukunda,house,U2005,9.1,0,2,10,0,0,0,0
Ukunda,house,U2006,8.7,1,2,10,0,0,0,0
Ukunda,house,U2007,11.1,0,0,0,0,0,0,0
Ukunda,house,U2008,11.4,3,0,4,43,43,0,0
Ukunda,house,U2009,9.4,0,0,0,0,0,0,0
Ukunda,house,U2010,11.7,1,2,10,16,16,0,0
Ukunda,house,U2011,7.7,0,0,0,0,0,0,0
Ukunda,house,U2012,7.0,2,0,5,0,0,0,0
Ukunda,house,U2013,11.7,0,0,0,0,0,0,0
Ukunda,house,U2014,7.6,0,0,0,0,0,0,0
Ukunda,house,U2015,8.1,0,0,0,0,0,0,0
Ukunda,house,U2016,9.0,0,0,0,0,0,0,0
Ukunda,house,U2017,8.8,0,1,10,0,0,0,0
Ukunda,house,U2018,7.9,3,2,10,14,14,0,0
Ukunda,house,U2019,10.2,2,1,10,0,0,0,0
Ukunda,house,U2020,9.3,0,1,10,0,0,0,0
Ukunda,house,U2021,7.7,0,1,10,0,0,0,0
Ukunda,house,U2022,11.4,0,1,10,0,0,0,0
Ukunda,house,U2023,9.6,0,2,10,0,0,0,0
Ukunda,house,U2024,7.6,1,1,10,28,28,0,0
Ukunda,house,U2025,11.6,1,0,1,0,0,0,0
Ukunda,house,U2026,10.6,0,0,0,0,0,0,0
Ukunda,house,U2027,10.6,0,0,0,0,0,0,0
Ukunda,house,U2028,9.4,0,1,10,0,0,0,0
Ukunda,house,U2029,9.7,2,0,2,0,0,0,0
Ukunda,house,U2030,11.5,0,1,10,0,0,0,0
Ukunda,house,U2031,7.5,3,2,10,0,0,0,0
Ukunda,house,U2032,8.6,0,0,0,0,0,0,0
Ukunda,house,U2033,10.7,1,0,2,0,0,0,0
Ukunda,house,U2034,10.8,0,1,10,0,0,0,0
Ukunda,house,U2035,9.4,0,1,10,0,0,0,0
Ukunda,house,U2036,11.5,1,2,10,0,0,0,0
Ukunda,house,U2037,10.4,1,1,10,0,0,0,0
Ukunda,house,U2038,8.6,2,2,10,10,10,0,0
Ukunda,house,U2039,9.9,0,0,0,0,0,0,0
Ukunda,house,U2040,9.9,2,2,10,0,0,0,0
Ukunda,house,U2041,9.0,0,0,0,0,0,0,0
Ukunda,house,U2042,8.9,0,1,10,0,0,0,0
Ukunda,house,U2043,7.6,0,0,0,0,0,0,0
Ukunda,house,U2044,8.1,1,0,3,0,0,0,0
Ukunda,house,U2045,11.9,0,0,0,0,0,0,0
Ukunda,house,U2046,9.9,0,3,10,0,0,0,0
Ukunda,house,U2047,8.8,0,0,0,0,0,0,0
Ukunda,house,U2048,10.2,2,0,4,0,0,0,0
Ukunda,house,U2049,8.7,2,1,10,0,0,0,0
Ukunda,house,U2050,11.8,1,9,10,0,0,0,0
Ukunda,house,U2051,9.8,4,0,8,4,4,0,0
Ukunda,house,U2052,9.8,0,1,10,0,0,0,0
Ukunda,house,U2053,6.8,0,2,10,0,0,0,0
Ukunda,house,U2054,6.9,0,1,10,0,0,0,0
Ukunda,house,U2055,7.6,1,0,2,0,0,0,0
Ukunda,house,U2056,10.3,2,0,6,0,0,0,0
Ukunda,house,U2057,10.8,0,0,0,0,0,0,0
Ukunda,house,U2058,6.7,1,2,10,0,0,0,0
Ukunda,house,U2059,10.7,0,9,10,0,0,0,0
Ukunda,house,U2060,11.7,1,1,10,13,13,0,0
Ukunda,house,U2061,8.7,0,2,10,0,0,0,0
Ukunda,house,U2062,7.9,0,2,10,0,0,0,0
Ukunda,house,U2063,11.0,1,2,10,0,0,0,0
Ukunda,house,U2064,10.2,1,1,10,0,0,0,0
Ukunda,house,U2065,10.4,0,1,10,0,0,0,0
Ukunda,house,U2066,6.5,0,0,0,0,0,0,0
Ukunda,house,U2067,10.5,0,0,0,0,0,0,0
Ukunda,house,U2068,8.7,0,2,10,0,0,0,0
Ukunda,house,U2069,8.1,1,1,10,0,0,0,0
Ukunda,house,U2070,11.9,1,0,1,0,0,0,0
Ukunda,house,U2071,8.6,0,1,10,0,0,0,0
Ukunda,house,U2072,10.6,0,0,0,0,0,0,0
Ukunda,house,U2073,7.2,0,2,10,0,0,0,0
Ukunda,house,U2074,11.1,2,1,10,0,0,0,0
Ukunda,house,U2075,9.8,1,4,10,0,0,0,0
Ukunda,house,U2076,9.6,0,0,0,0,0,0,0
Ukunda,house,U2077,9.6,0,0,0,0,0,0,0
Ukunda,house,U2078,10.5,1,2,10,12,12,0,0
Ukunda,house,U2079,10.9,0,1,10,37,37,0,0
Ukunda,house,U2080,9.4,1,0,1,0,0,0,0
Ukunda,house,U2081,9.5,0,0,0,0,0,0,0
Ukunda,house,U2082,9.3,0,2,10,12,12,0,0
Ukunda,house,U2083,11.7,1,1,10,0,0,0,0
Ukunda,house,U2084,7.9,0,2,10,0,0,0,0
Ukunda,house,U2085,11.6,0,0,0,0,0,0,0
Ukunda,house,U2086,6.7,0,3,10,0,0,0,0
Ukunda,house,U2087,10.1,2,1,10,0,0,0,0
Ukunda,house,U2088,9.9,0,0,0,0,0,0,0
Ukunda,house,U2089,8.2,1,1,10,0,0,0,0
Ukunda,house,U2090,7.8,0,0,0,0,0,0,0
Ukunda,house,U2091,10.4,1,3,10,20,20,0,0
Ukunda,house,U2092,11.4,1,0,1,0,0,0,0
Ukunda,house,U2093,11.2,1,1,10,0,0,0,0
Ukunda,house,U2094,7.4,1,0,2,0,0,0,0
Ukunda,house,U2095,6.7,0,0,0,0,0,0,0
Ukunda,house,U2096,6.6,0,0,0,0,0,0,0
Ukunda,house,U2097,7.2,2,0,3,0,0,0,0
Ukunda,house,U2098,11.7,2,2,10,0,0,0,0
Ukunda,house,U2099,6.9,2,1,10,10,10,0,0
Ukunda,house,U2100,6.7,1,0,1,0,0,0,0
Ukunda,house,U2101,7.9,1,0,1,10,10,0,0
Ukunda,house,U2102,10.2,0,0,0,0,0,0,0
Ukunda,house,U2103,7.8,0,1,10,0,0,0,0
Ukunda,house,U2104,7.8,1,0,1,0,0,0,0
Ukunda,house,U2105,11.8,0,2,10,0,0,0,0
Ukunda,house,U2106,10.7,0,0,0,0,0,0,0
Ukunda,house,U2107,9.6,0,0,0,0,0,0,0
Ukunda,house,U2108,6.8,0,2,10,0,0,0,0
Ukunda,house,U2109,9.2,0,0,0,0,0,0,0
Ukunda,house,U2110,7.5,0,1,10,0,0,0,0
Ukunda,house,U2111,8.1,0,2,10,0,0,0,0
Ukunda,house,U2112,11.0,0,0,0,0,0,0,0
Ukunda,house,U2113,11.0,0,1,10,0,0,0,0
Ukunda,house,U2114,7.9,1,0,1,0,0,0,0
Ukunda,house,U2115,7.5,1,1,10,0,0,0,0
Ukunda,house,U2116,11.3,1,3,10,70,70,0,0
Ukunda,house,U2117,11.6,0,0,0,0,0,0,0
Ukunda,house,U2118,6.9,0,0,0,0,0,0,0
Ukunda,house,U2119,6.9,1,0,3,0,0,0,0
Ukunda,house,U2120,11.3,0,2,10,9,9,0,0
Ukunda,house,U2121,7.3,0,1,10,0,0,0,0
Ukunda,house,U2122,8.4,0,1,10,0,0,0,0
Ukunda,house,U2123,7.1,1,0,1,0,0,0,0
Ukunda,house,U2124,9.4,0,2,10,18,18,0,0
Ukunda,house,U2125,7.6,0,0,0,0,0,0,0
Ukunda,house,U2126,10.2,0,6,10,7,7,0,0
Ukunda,house,U2127,10.6,0,2,10,13,13,0,0
Ukunda,house,U2128,8.5,2,1,10,15,15,0,0
Ukunda,house,U2129,7.2,0,0,0,0,0,0,0
Ukunda,house,U2130,8.9,1,4,10,0,0,0,0
Ukunda,house,U2131,6.9,0,1,10,0,0,0,0
Ukunda,house,U2132,7.2,2,0,5,0,0,0,0
Ukunda,house,U2133,7.5,0,2,10,0,0,0,0
Ukunda,house,U2134,6.7,2,2,10,0,0,0,0
Ukunda,house,U2135,8.9,0,0,0,0,0,0,0
Ukunda,house,U2136,8.7,1,2,10,0,0,0,0
Ukunda,house,U2137,10.9,0,2,10,0,0,0,0
Ukunda,house,U2138,8.9,1,1,10,36,36,0,0
Ukunda,house,U2139,11.3,1,0,2,0,0,0,0
Ukunda,house,U2140,8.3,1,1,10,0,0,0,0
Ukunda,house,U2141,6.9,1,1,10,0,0,0,0
Ukunda,house,U2142,9.1,0,1,10,4,4,0,0
Ukunda,house,U2143,10.2,0,0,0,0,0,0,0
Ukunda,house,U2144,10.7,0,0,0,0,0,0,0
Ukunda,house,U2145,11.4,0,0,0,0,0,0,0
Ukunda,house,U2146,9.1,1,1,10,0,0,0,0
Ukunda,house,U2147,10.6,0,0,0,0,0,0,0
Ukunda,house,U2148,10.0,1,1,10,0,0,0,0
Ukunda,house,U2149,10.4,0,0,0,0,0,0,0
Ukunda,house,U2150,7.3,1,0,2,0,0,0,0
Ukunda,house,U2151,7.7,1,1,10,26,26,0,0
Ukunda,house,U2152,10.0,1,2,10,0,0,0,0
Ukunda,house,U2153,10.7,1,0,1,0,0,0,0
Ukunda,house,U2154,11.0,1,1,10,0,0,0,0
Ukunda,house,U2155,9.2,1,0,1,0,0,0,0
Ukunda,house,U2156,7.8,1,4,10,0,0,0,0
Ukunda,house,U2157,10.8,0,0,0,0,0,0,0
Ukunda,house,U2158,8.3,2,0,3,0,0,0,0
Ukunda,house,U2159,10.0,3,2,10,0,0,0,0
Ukunda,house,U2160,10.8,0,0,0,0,0,0,0
Ukunda,house,U2161,7.2,0,0,0,0,0,0,0
Ukunda,house,U2162,9.3,0,3,10,0,0,0,0
Ukunda,house,U2163,6.5,0,0,0,0,0,0,0
Ukunda,house,U2164,11.7,0,0,0,0,0,0,0
Ukunda,house,U2165,7.9,2,1,10,5,5,0,0
Ukunda,house,U2166,12.0,0,0,0,0,0,0,0
Ukunda,house,U2167,9.6,2,2,10,0,0,0,0
Ukunda,house,U2168,11.7,1,4,10,0,0,0,0
Ukunda,house,U2169,11.3,0,0,0,0,0,0,0
Ukunda,house,U2170,7.5,0,0,0,0,0,0,0
Ukunda,house,U2171,11.2,1,0,4,0,0,0,0
Ukunda,house,U2172,10.3,2,1,10,15,15,0,0
Ukunda,house,U2173,9.2,0,2,10,0,0,0,0
Ukunda,house,U2174,6.5,2,0,3,9,9,0,0
Ukunda,house,U2175,10.4,2,4,10,0,0,0,0
Ukunda,house,U2176,6.7,1,4,10,6,6,0,0
Ukunda,house,U2177,11.1,1,1,10,0,0,0,0
Ukunda,house,U2178,11.2,1,0,2,0,0,0,0
Ukunda,house,U2179,8.5,0,1,10,11,11,0,0
Ukunda,house,U2180,6.8,0,0,0,0,0,0,0
Ukunda,house,U2181,7.4,0,2,10,0,0,0,0
Ukunda,house,U2182,6.5,0,0,0,0,0,0,0
Ukunda,house,U2183,8.8,0,0,0,0,0,0,0
Ukunda,house,U2184,8.1,0,3,10,0,0,0,0
Ukunda,house,U2185,9.7,0,2,10,0,0,0,0
Ukunda,house,U2186,10.2,0,0,0,0,0,0,0
Ukunda,house,U2187,11.7,0,0,0,0,0,0,0
Ukunda,house,U2188,9.6,0,0,0,0,0,0,0
Ukunda,house,U2189,9.5,0,2,10,0,0,0,0
Ukunda,house,U2190,10.6,2,1,10,32,32,0,0
Ukunda,house,U2191,8.5,0,0,0,0,0,0,0
Ukunda,house,U2192,11.2,2,2,10,2,2,0,0
Ukunda,house,U2193,8.6,0,3,10,72,72,0,0
Ukunda,house,U2194,7.9,0,1,10,0,0,0,0
Ukunda,house,U2195,6.8,0,0,0,0,0,0,0
Ukunda,house,U2196,11.5,0,0,0,0,0,0,0
Ukunda,house,U2197,10.7,1,5,10,0,0,0,0
Ukunda,house,U2198,11.5,1,6,10,10,10,0,0
Ukunda,house,U2199,8.2,1,0,3,0,0,0,0
Ukunda,house,U2200,9.7,0,1,10,11,11,0,0
Ukunda,house,U2201,6.7,1,2,10,0,0,0,0
Ukunda,house,U2202,11.4,0,0,0,0,0,0,0
Ukunda,house,U2203,11.2,2,1,10,0,0,0,0
Ukunda,house,U2204,9.4,2,0,3,0,0,0,0
Ukunda,house,U2205,8.8,0,1,10,0,0,0,0
Ukunda,house,U2206,8.4,1,3,10,0,0,0,0
Ukunda,house,U2207,9.5,3,0,4,0,0,0,0
Ukunda,house,U2208,7.6,0,0,0,0,0,0,0
Ukunda,house,U2209,9.2,0,0,0,0,0,0,0
Ukunda,house,U2210,8.9,0,0,0,0,0,0,0
Ukunda,house,U2211,8.2,3,3,10,0,0,0,0
Ukunda,house,U2212,9.6,0,0,0,0,0,0,0
Ukunda,house,U2213,10.7,0,5,10,0,0,0,0
Ukunda,house,U2214,6.7,0,0,0,0,0,0,0
Ukunda,house,U2215,8.7,0,1,10,0,0,0,0
Ukunda,house,U2216,11.7,0,0,0,0,0,0,0
Ukunda,house,U2217,11.0,0,0,0,0,0,0,0
Ukunda,house,U2218,11.8,1,3,10,0,0,0,0
Ukunda,house,U2219,7.7,0,1,10,0,0,0,0
Ukunda,house,U2220,9.4,0,0,0,0,0,0,0
Ukunda,house,U2221,10.1,1,1,10,0,0,0,0
Ukunda,house,U2222,8.8,0,0,0,0,0,0,0
Ukunda,house,U2223,12.0,0,0,0,0,0,0,0
Ukunda,house,U2224,8.9,0,2,10,0,0,0,0
Ukunda,house,U2225,11.0,0,0,0,0,0,0,0
Ukunda,house,U2226,10.2,0,0,0,0,0,0,0
Ukunda,house,U2227,11.1,0,3,10,0,0,0,0
Ukunda,house,U2228,6.6,2,1,10,0,0,0,0
Ukunda,house,U2229,7.6,0,1,10,0,0,0,0
Ukunda,house,U2230,8.6,0,0,0,0,0,0,0
Ukunda,house,U2231,11.6,1,0,1,0,0,0,0
Ukunda,house,U2232,7.1,1,2,10,6,6,0,0
Ukunda,house,U2233,10.8,1,1,10,10,10,0,0
Ukunda,house,U2234,7.9,1,1,10,0,0,0,0
Ukunda,house,U2235,6.8,0,3,10,25,25,0,0
Ukunda,house,U2236,12.0,0,1,10,0,0,0,0
Ukunda,house,U2237,11.3,0,2,10,0,0,0,0
Ukunda,house,U2238,9.4,1,1,10,0,0,0,0
Ukunda,house,U2239,7.4,0,0,0,0,0,0,0
Ukunda,house,U2240,9.4,1,0,2,0,0,0,0
Ukunda,house,U2241,11.6,0,1,10,0,0,0,0
Ukunda,house,U2242,8.4,0,0,0,0,0,0,0
Ukunda,house,U2243,8.1,0,0,0,0,0,0,0
Ukunda,house,U2244,11.7,0,0,0,0,0,0,0
Ukunda,house,U2245,10.7,0,1,10,0,0,0,0
Ukunda,house,U2246,10.2,2,2,10,0,0,0,0
Ukunda,house,U2247,8.4,0,1,10,0,0,0,0
Ukunda,house,U2248,7.6,0,0,0,0,0,0,0
Ukunda,house,U2249,7.7,0,1,10,10,10,0,0
Ukunda,house,U2250,8.7,1,1,10,0,0,0,0
Ukunda,house,U2251,7.8,0,0,0,0,0,0,0
Ukunda,house,U2252,7.8,1,1,10,12,12,0,0
Ukunda,house,U2253,9.0,1,1,10,0,0,0,0
Ukunda,house,U2254,6.9,2,2,10,7,7,0,0
Ukunda,house,U2255,9.2,0,0,0,0,0,0,0
Ukunda,house,U2256,9.4,1,1,10,0,0,0,0
Ukunda,house,U2257,12.0,0,1,10,0,0,0,0
Ukunda,house,U2258,6.5,0,1,10,0,0,0,0
Ukunda,house,U2259,7.6,1,0,1,0,0,0,0
Ukunda,house,U2260,9.9,0,0,0,0,0,0,0
Ukunda,house,U2261,10.2,2,2,10,3,3,0,0
Ukunda,house,U2262,9.7,1,0,1,0,0,0,0
Ukunda,house,U2263,8.2,0,0,0,0,0,0,0
Ukunda,house,U2264,7.8,0,1,10,0,0,0,0
Ukunda,house,U2265,10.5,0,0,0,0,0,0,0
Ukunda,house,U2266,6.8,1,2,10,0,0,0,0
Ukunda,house,U2267,6.5,0,3,10,0,0,0,0
Ukunda,house,U2268,11.9,0,0,0,0,0,0,0
Ukunda,house,U2269,9.7,0,6,10,16,16,0,0
Ukunda,house,U2270,9.8,1,2,10,0,0,0,0
Ukunda,house,U2271,11.6,1,1,10,0,0,0,0
Ukunda,house,U2272,7.6,0,1,10,0,0,0,0
Ukunda,house,U2273,11.4,1,1,10,0,0,0,0
Ukunda,house,U2274,10.7,0,2,10,0,0,0,0
Ukunda,house,U2275,7.9,0,1,10,0,0,0,0
Ukunda,house,U2276,11.4,1,0,2,0,0,0,0
Ukunda,house,U2277,7.9,1,3,10,16,16,0,0
Ukunda,house,U2278,9.2,2,0,6,0,0,0,0
Ukunda,house,U2279,6.4,1,1,10,0,0,0,0
Ukunda,house,U2280,6.5,0,1,10,0,0,0,0
Ukunda,house,U2281,6.6,0,0,0,0,0,0,0
Ukunda,house,U2282,11.5,0,1,10,0,0,0,0
Ukunda,house,U2283,7.3,2,5,10,0,0,0,0
Ukunda,house,U2284,9.2,0,0,0,0,0,0,0
Ukunda,house,U2285,8.4,0,0,0,0,0,0,0
Ukunda,house,U2286,7.4,0,2,10,0,0,0,0
Ukunda,house,U2287,7.0,0,0,0,0,0,0,0
Ukunda,house,U2288,11.5,0,0,0,0,0,0,0
Ukunda,house,U2289,7.6,0,1,10,0,0,0,0
Ukunda,house,U2290,6.5,0,1,10,14,14,0,0
Ukunda,house,U2291,10.1,0,0,0,0,0,0,0
Ukunda,house,U2292,8.5,0,0,0,0,0,0,0
Ukunda,house,U2293,10.6,2,2,10,0,0,0,0
Ukunda,house,U2294,9.0,3,1,10,8,8,0,0
Ukunda,house,U2295,8.0,0,0,0,0,0,0,0
Ukunda,house,U2296,10.1,0,0,0,0,0,0,0
Ukunda,house,U2297,9.7,0,0,0,0,0,0,0
Ukunda,house,U2298,9.1,0,1,10,0,0,0,0
Ukunda,house,U2299,9.8,0,0,0,0,0,0,0
Ukunda,house,U2300,7.1,1,1,10,0,0,0,0
Ukunda,house,U2301,11.4,0,3,10,3,3,0,0
Ukunda,house,U2302,7.0,0,0,0,0,0,0,0
Ukunda,house,U2303,9.4,0,0,0,0,0,0,0
Ukunda,house,U2304,9.9,0,0,0,0,0,0,0
Ukunda,house,U2305,9.9,2,0,2,0,0,0,0
Ukunda,house,U2306,10.8,1,1,10,0,0,0,0
Ukunda,house,U2307,11.7,1,9,10,0,0,0,0
Ukunda,house,U2308,10.3,0,3,10,0,0,0,0
Ukunda,house,U2309,8.2,0,0,0,0,0,0,0
Ukunda,house,U2310,7.8,0,0,0,0,0,0,0
Ukunda,house,U2311,11.3,1,1,10,0,0,0,0
Ukunda,house,U2312,10.9,2,2,10,0,0,0,0
Ukunda,house,U2313,10.7,0,2,10,0,0,0,0
Ukunda,house,U2314,8.4,0,0,0,0,0,0,0
Ukunda,house,U2315,11.1,0,0,0,0,0,0,0
Ukunda,house,U2316,6.6,0,0,0,0,0,0,0
Ukunda,house,U2317,7.5,2,1,10,0,0,0,0
Ukunda,house,U2318,7.4,0,0,0,0,0,0,0
Ukunda,house,U2319,9.4,0,0,0,0,0,0,0
Ukunda,house,U2320,12.0,1,0,1,0,0,0,0
Ukunda,house,U2321,10.3,2,0,2,0,0,0,0
Ukunda,house,U2322,8.0,0,3,10,0,0,0,0
Ukunda,house,U2323,7.4,0,1,10,0,0,0,0
Ukunda,house,U2324,6.6,1,2,10,0,0,0,0
Ukunda,house,U2325,11.8,1,0,2,0,0,0,0
Ukunda,house,U2326,8.7,0,2,10,0,0,0,0
Ukunda,house,U2327,6.9,0,0,0,0,0,0,0
Ukunda,house,U2328,11.6,0,0,0,0,0,0,0
Ukunda,house,U2329,8.7,0,1,10,0,0,0,0
Ukunda,house,U2330,9.2,0,3,10,4,4,0,0
Ukunda,house,U2331,7.2,4,1,10,0,0,0,0
Ukunda,house,U2332,11.9,0,0,0,0,0,0,0
Ukunda,house,U2333,11.5,1,9,10,13,13,0,0
Ukunda,house,U2334,9.1,0,1,10,0,0,0,0
Ukunda,house,U2335,8.1,0,0,0,0,0,0,0
Ukunda,house,U2336,11.4,0,0,0,0,0,0,0
Ukunda,house,U2337,9.3,0,1,10,0,0,0,0
Ukunda,house,U2338,10.9,1,0,1,16,16,0,0
Ukunda,house,U2339,8.7,0,0,0,0,0,0,0
Ukunda,house,U2340,7.1,1,0,2,0,0,0,0
Ukunda,house,U2341,10.6,1,0,4,0,0,0,0
Ukunda,house,U2342,11.0,0,0,0,0,0,0,0
Ukunda,house,U2343,6.7,0,4,10,30,30,0,0
Ukunda,house,U2344,10.6,0,0,0,0,0,0,0
Ukunda,house,U2345,7.6,1,0,1,0,0,0,0
Ukunda,house,U2346,10.7,0,2,10,0,0,0,0
Ukunda,house,U2347,10.5,1,0,2,0,0,0,0
Ukunda,house,U2348,11.0,1,1,10,0,0,0,0
Ukunda,house,U2349,10.7,1,1,10,0,0,0,0
Ukunda,house,U2350,11.5,1,0,2,0,0,0,0
Ukunda,house,U2351,7.9,0,8,10,0,0,0,0
Ukunda,house,U2352,8.4,0,2,10,0,0,0,0
Ukunda,house,U2353,7.9,1,1,10,0,0,0,0
Ukunda,house,U2354,7.2,0,0,0,0,0,0,0
Ukunda,house,U2355,7.5,0,0,0,0,0,0,0
Ukunda,house,U2356,10.5,0,0,0,0,0,0,0
Ukunda,house,U2357,11.0,1,0,3,0,0,0,0
Ukunda,house,U2358,8.1,0,1,10,0,0,0,0
Ukunda,house,U2359,10.1,1,1,10,0,0,0,0
Ukunda,house,U2360,11.0,1,3,10,0,0,0,0
Ukunda,house,U2361,9.1,0,1,10,0,0,0,0
Ukunda,house,U2362,10.9,0,1,10,0,0,0,0
Ukunda,house,U2363,10.3,2,0,3,0,0,0,0
Ukunda,house,U2364,8.6,0,0,0,0,0,0,0
Ukunda,house,U2365,7.5,0,0,0,0,0,0,0
Ukunda,house,U2366,9.0,2,6,10,6,6,0,0
Ukunda,house,U2367,7.8,0,1,10,0,0,0,0
Ukunda,house,U2368,7.2,1,0,1,0,0,0,0
Ukunda,house,U2369,10.7,2,1,10,11,11,0,0
Ukunda,house,U2370,7.7,1,0,2,0,0,0,0
Ukunda,house,U2371,9.2,1,6,10,14,14,0,0
Ukunda,house,U2372,7.4,0,0,0,0,0,0,0
Ukunda,house,U2373,9.3,0,0,0,0,0,0,0
Ukunda,house,U2374,10.3,1,2,10,0,0,0,0
Ukunda,house,U2375,8.4,0,1,10,0,0,0,0
Ukunda,house,U2376,7.8,2,0,4,0,0,0,0
Ukunda,house,U2377,9.7,0,2,10,0,0,0,0
Ukunda,house,U2378,11.7,0,0,0,0,0,0,0
Ukunda,house,U2379,8.7,0,0,0,0,0,0,0
Ukunda,house,U2380,10.7,0,1,10,0,0,0,0
Ukunda,house,U2381,10.8,0,2,10,0,0,0,0
Ukunda,house,U2382,8.6,1,0,1,0,0,0,0
Ukunda,house,U2383,10.6,0,1,10,0,0,0,0
Ukunda,house,U2384,9.4,1,0,2,0,0,0,0
Ukunda,house,U2385,6.8,2,1,10,4,4,0,0
Ukunda,house,U2386,6.6,0,2,10,0,0,0,0
Ukunda,house,U2387,8.3,1,1,10,0,0,0,0
Ukunda,house,U2388,9.2,0,0,0,0,0,0,0
Ukunda,house,U2389,11.5,0,0,0,0,0,0,0
Ukunda,house,U2390,11.5,0,0,0,0,0,0,0
Ukunda,house,U2391,8.0,0,0,0,0,0,0,0
Ukunda,house,U2392,8.9,0,0,0,0,0,0,0
Ukunda,house,U2393,10.4,0,0,0,0,0,0,0
Ukunda,house,U2394,9.7,3,1,10,0,0,0,0
Ukunda,house,U2395,7.3,0,0,0,0,0,0,0
Ukunda,house,U2396,11.5,1,1,10,0,0,0,0
Ukunda,house,U2397,8.1,1,2,10,0,0,0,0
Ukunda,house,U2398,11.8,0,1,10,0,0,0,0
Ukunda,house,U2399,8.6,2,1,10,0,0,0,0
Ukunda,house,U2400,8.1,1,0,1,14,14,0,0
Ukunda,house,U2401,7.1,0,0,0,0,0,0,0
Ukunda,house,U2402,11.9,1,0,1,0,0,0,0
Ukunda,house,U2403,9.5,0,0,0,0,0,0,0
Ukunda,house,U2404,7.2,3,0,4,0,0,0,0
Ukunda,house,U2405,6.8,0,0,0,0,0,0,0
Ukunda,house,U2406,8.2,1,0,1,0,0,0,0
Ukunda,house,U2407,8.8,1,0,2,0,0,0,0
Ukunda,house,U2408,6.5,0,0,0,0,0,0,0
Ukunda,house,U2409,7.6,1,1,10,0,0,0,0
Ukunda,house,U2410,9.1,0,0,0,0,0,0,0
Ukunda,house,U2411,11.2,0,1,10,0,0,0,0
Ukunda,house,U2412,9.5,0,0,0,0,0,0,0
Ukunda,house,U2413,11.5,0,0,0,0,0,0,0
Ukunda,house,U2414,10.9,0,2,10,0,0,0,0
Ukunda,house,U2415,11.9,0,0,0,0,0,0,0
Ukunda,house,U2416,6.5,1,1,10,0,0,0,0
Ukunda,house,U2417,9.2,0,1,10,0,0,0,0
Ukunda,house,U2418,11.4,0,5,10,0,0,0,0
Ukunda,house,U2419,9.1,0,2,10,0,0,0,0
Ukunda,house,U2420,8.4,1,1,10,0,0,0,0
Ukunda,house,U2421,8.1,1,2,10,0,0,0,0
Ukunda,house,U2422,11.6,0,0,0,0,0,0,0
Ukunda,house,U2423,10.9,1,1,10,0,0,0,0
Ukunda,house,U2424,10.3,1,2,10,0,0,0,0
Ukunda,house,U2425,8.9,1,1,10,0,0,0,0
Ukunda,house,U2426,9.0,0,0,0,0,0,0,0
Ukunda,house,U2427,11.3,2,2,10,0,0,0,0
Ukunda,house,U2428,7.5,0,3,10,0,0,0,0
Ukunda,house,U2429,11.0,0,0,0,0,0,0,0
Ukunda,house,U2430,7.9,1,1,10,0,0,0,0
Ukunda,house,U2431,9.0,0,1,10,0,0,0,0
Ukunda,house,U2432,11.8,2,3,10,0,0,0,0
Ukunda,house,U2433,9.0,1,1,10,0,0,0,0
Ukunda,house,U2434,7.5,1,1,10,0,0,0,0
Ukunda,house,U2435,10.9,2,0,3,0,0,0,0
Ukunda,house,U2436,10.7,0,0,0,0,0,0,0
Ukunda,house,U2437,7.7,1,3,10,0,0,0,0
Ukunda,house,U2438,10.6,0,1,10,0,0,0,0
Ukunda,house,U2439,11.3,0,2,10,0,0,0,0
Ukunda,house,U2440,7.6,0,0,0,0,0,0,0
Ukunda,house,U2441,6.7,2,0,3,0,0,0,0
Ukunda,house,U2442,8.6,0,0,0,0,0,0,0
Ukunda,house,U2443,11.9,0,1,10,0,0,0,0
Ukunda,house,U2444,9.4,2,1,10,0,0,0,0
Ukunda,house,U2445,6.4,2,0,4,0,0,0,0
Ukunda,house,U2446,9.8,0,0,0,0,0,0,0
Ukunda,house,U2447,7.9,1,0,1,0,0,0,0
Ukunda,house,U2448,10.2,7,3,10,39,39,0,0
Ukunda,house,U2449,11.7,0,0,0,0,0,0,0
Ukunda,house,U2450,8.4,0,2,10,0,0,0,0
Ukunda,house,U2451,6.4,0,0,0,0,0,0,0
Ukunda,house,U2452,8.6,0,0,0,0,0,0,0
Ukunda,house,U2453,10.6,0,2,10,0,0,0,0
Ukunda,house,U2454,8.6,1,0,2,13,12,0,1
Ukunda,house,U2455,10.0,0,2,10,19,19,0,0
Ukunda,house,U2456,11.7,3,0,6,8,8,0,0
Ukunda,house,U2457,8.9,0,0,0,0,0,0,0
Ukunda,house,U2458,9.0,0,3,10,0,0,0,0
Ukunda,house,U2459,7.6,0,0,0,0,0,0,0
Ukunda,house,U2460,7.5,0,3,10,0,0,0,0
Ukunda,house,U2461,9.8,0,6,10,7,7,0,0
Ukunda,house,U2462,7.8,0,2,10,0,0,0,0
Ukunda,house,U2463,7.4,7,2,10,17,17,0,0
Ukunda,house,U2464,10.4,1,2,10,0,0,0,0
Ukunda,house,U2465,9.8,0,1,10,17,17,0,0
Ukunda,house,U2466,7.5,1,1,10,0,0,0,0
Ukunda,house,U2467,11.5,0,0,0,0,0,0,0
Ukunda,house,U2468,8.6,0,1,10,0,0,0,0
