city,type,code,hours,Container_s,Container_ml,liters,n_vectors,susc,exp,inf,y_rand,x_rand,y_cent,x_cent,y_scat,x_scat
Kisumu,house,K930,10.7,0,0,0,0,0,0,0,4.553120866523066,2.7139715572089487,3.2498677293562235,3.9684068365398013,3.6428146380111843,3.344564071417588
Kisumu,house,K931,7.5,0,0,0,0,0,0,0,2.3804177215009577,3.1309377769016455,3.79422785647183,1.6611923786460738,2.814213660970138,2.597992044078163
Kisumu,house,K932,7.9,1,0,1,0,0,0,0,2.9857396326748256,2.516734787022844,2.378917592040691,2.04589033080777,4.704479195649941,2.635072023125754
Kisumu,house,K933,11.1,0,0,0,0,0,0,0,1.2198561171337496,2.2764884802050434,1.284542234084591,2.517572692782587,2.5168806106589625,1.2565308199843581
Kisumu,house,K934,9.6,1,2,10,0,0,0,0,3.8830511469840503,2.222178226216987,1.880946677495572,3.6506345791879644,2.3481168241043866,3.1315095156035078
Kisumu,house,K935,9.9,1,1,10,0,0,0,0,1.7607815207186435,3.495753782227816,4.553120866523066,2.7139715572089487,3.9604327137568704,2.639267144409521
Kisumu,house,K936,10.0,1,0,1,0,0,0,0,3.2566007874916463,1.2048807631797072,1.2198561171337496,2.2764884802050434,1.101241473970618,1.4637216007281222
Kisumu,house,K937,7.2,0,0,0,0,0,0,0,3.6428146380111843,3.344564071417588,3.8830511469840503,2.222178226216987,2.916833326642277,2.3962349871383917
Kisumu,house,K938,8.8,0,0,0,0,0,0,0,2.814213660970138,2.597992044078163,1.7607815207186435,3.495753782227816,2.0019598409110246,2.2730365611800756
Kisumu,house,K939,10.4,2,1,10,3,3,0,0,4.704479195649941,2.635072023125754,3.2566007874916463,1.2048807631797072,3.748577533879122,2.5881349888687497
Kisumu,house,K940,7.5,1,2,10,0,0,0,0,2.5168806106589625,1.2565308199843581,3.6428146380111843,3.344564071417588,3.5361618541000093,2.020968932582743
Kisumu,house,K941,8.6,1,0,3,0,0,0,0,3.9604327137568704,2.639267144409521,4.704479195649941,2.635072023125754,4.304124699287309,3.4092511606725755
Kisumu,house,K942,9.7,1,0,1,0,0,0,0,1.101241473970618,1.4637216007281222,2.5168806106589625,1.2565308199843581,1.9116019395136123,2.1583587211762842
Kisumu,house,K943,11.2,1,3,10,0,0,0,0,2.916833326642277,2.3962349871383917,2.3481168241043866,3.1315095156035078,2.3244130095062117,3.459748763621721
Kisumu,house,K944,11.8,0,0,0,0,0,0,0,3.748577533879122,2.5881349888687497,3.9604327137568704,2.639267144409521,2.6717950584596597,2.065463741063558
Kisumu,house,K945,12.0,0,0,0,0,0,0,0,1.9116019395136123,2.1583587211762842,1.101241473970618,1.4637216007281222,2.34262870580941,3.03194068493623
Kisumu,house,K946,10.4,0,0,0,0,0,0,0,2.6717950584596597,2.065463741063558,2.0019598409110246,2.2730365611800756,2.2453603492277274,3.253746977400209
Kisumu,house,K947,11.8,0,0,0,0,0,0,0,3.021013921273757,3.261558346661432,3.748577533879122,2.5881349888687497,4.4203762422325426,2.1635166075438947
Kisumu,house,K948,11.2,0,0,0,0,0,0,0,2.34262870580941,3.03194068493623,3.5361618541000093,2.020968932582743,2.649720989058597,1.9088455217437446
Kisumu,house,K949,10.3,0,0,0,0,0,0,0,2.2453603492277274,3.253746977400209,4.304124699287309,3.4092511606725755,2.0937340700115254,2.7936276216986067
Kisumu,house,K950,9.0,1,0,2,0,0,0,0,4.4203762422325426,2.1635166075438947,1.9116019395136123,2.1583587211762842,2.339403402642625,1.9974974384891182
Kisumu,house,K951,10.8,1,0,2,6,6,0,0,2.649720989058597,1.9088455217437446,2.3244130095062117,3.459748763621721,1.232677805206208,2.310979702845076
Kisumu,house,K952,8.9,2,0,2,0,0,0,0,2.0937340700115254,2.7936276216986067,2.6717950584596597,2.065463741063558,1.3784148432541752,3.4785734685267364
Kisumu,house,K953,8.1,0,0,0,0,0,0,0,2.339403402642625,1.9974974384891182,3.021013921273757,3.261558346661432,2.4695842574592666,1.4880659387617388
Kisumu,house,K954,8.1,3,0,4,0,0,0,0,1.232677805206208,2.310979702845076,4.4203762422325426,2.1635166075438947,3.1854056224024827,3.9964949814977997
Kisumu,house,K955,9.2,1,1,10,0,0,0,0,1.3784148432541752,3.4785734685267364,2.649720989058597,1.9088455217437446,2.945558408599808,3.021491711682043
Kisumu,house,K956,10.6,0,0,0,0,0,0,0,2.4695842574592666,1.4880659387617388,2.339403402642625,1.9974974384891182,1.870715313518505,2.0126416181017857
Kisumu,house,K957,9.4,0,0,0,0,0,0,0,3.1854056224024827,3.9964949814977997,1.232677805206208,2.310979702845076,2.6374089843219846,2.820593303519506
Kisumu,house,K958,11.5,0,0,0,0,0,0,0,3.1931961182675788,1.4138238757699562,1.3784148432541752,3.4785734685267364,3.6006971369202256,1.3087483896335694
Kisumu,house,K959,11.5,1,0,1,0,0,0,0,2.945558408599808,3.021491711682043,2.4695842574592666,1.4880659387617388,3.6796286253910413,1.7368564335387506
Kisumu,house,K960,11.4,4,0,7,0,0,0,0,1.870715313518505,2.0126416181017857,3.1854056224024827,3.9964949814977997,2.4751647079167345,2.3601286361921194
Kisumu,house,K961,11.2,0,0,0,0,0,0,0,2.6374089843219846,2.820593303519506,3.1931961182675788,1.4138238757699562,3.1279382428181735,2.1651410922274463
Kisumu,house,K962,7.3,0,0,0,0,0,0,0,3.6006971369202256,1.3087483896335694,1.870715313518505,2.0126416181017857,1.8290659607624824,3.0960481680701935
Kisumu,house,K963,11.6,1,0,1,0,0,0,0,3.6796286253910413,1.7368564335387506,3.6006971369202256,1.3087483896335694,2.515212237691127,2.906872949794621
Kisumu,house,K964,9.8,1,0,1,0,0,0,0,3.1279382428181735,2.1651410922274463,3.6796286253910413,1.7368564335387506,1.7215506244065573,2.8340392229546154
Kisumu,house,K965,9.7,2,0,2,3,3,0,0,1.8290659607624824,3.0960481680701935,3.612741666666828,1.7815165154192603,1.9449867674903767,1.9716187647072358
Kisumu,house,K966,11.0,1,0,3,4,4,0,0,1.7215506244065573,2.8340392229546154,2.4751647079167345,2.3601286361921194,4.505881456024148,4.5061972784268916
Kisumu,house,K967,10.1,0,0,0,0,0,0,0,1.9449867674903767,1.9716187647072358,3.1279382428181735,2.1651410922274463,1.6910029208811155,2.9574174519312555
Kisumu,house,K968,8.8,0,0,0,0,0,0,0,3.3234097787132,1.4788296425750587,1.8290659607624824,3.0960481680701935,2.4606215013786024,2.329323172774615
Kisumu,house,K969,10.5,0,0,0,0,0,0,0,4.505881456024148,4.5061972784268916,1.9449867674903767,1.9716187647072358,2.2086126343481163,2.364504680080832
Kisumu,house,K970,7.8,0,0,0,0,0,0,0,1.6910029208811155,2.9574174519312555,3.3234097787132,1.4788296425750587,3.4753867682981676,2.2442198781959197
Kisumu,house,K971,10.9,0,0,0,0,0,0,0,2.4606215013786024,2.329323172774615,4.505881456024148,4.5061972784268916,3.7577466219333138,1.8550595900484372
Kisumu,house,K972,7.0,2,0,3,0,0,0,0,2.2086126343481163,2.364504680080832,1.6910029208811155,2.9574174519312555,3.693662211972412,1.5347904608150684
Kisumu,house,K973,11.1,2,0,2,5,5,0,0,3.4753867682981676,2.2442198781959197,3.4753867682981676,2.2442198781959197,1.3867396642452683,1.3832523717992329
Kisumu,house,K974,9.5,0,0,0,0,0,0,0,3.7577466219333138,1.8550595900484372,1.9051298582856488,2.1946883488846636,1.10623318618534,1.9659316796060082
Kisumu,house,K975,9.0,0,0,0,0,0,0,0,3.693662211972412,1.5347904608150684,3.7577466219333138,1.8550595900484372,2.8129061966086835,1.6996152932881896
Kisumu,house,K976,9.4,0,0,0,0,0,0,0,2.8129061966086835,1.6996152932881896,3.693662211972412,1.5347904608150684,3.2659667391455676,3.7667575556784354
Kisumu,house,K977,8.9,0,0,0,0,0,0,0,2.856228446566001,3.577836022406632,1.3867396642452683,1.3832523717992329,1.271924147573384,2.7169101126515427
Kisumu,house,K978,7.1,0,0,0,0,0,0,0,3.2659667391455676,3.7667575556784354,1.10623318618534,1.9659316796060082,4.475655276619543,2.1684327543966244
Kisumu,house,K979,11.2,1,0,2,0,0,0,0,1.271924147573384,2.7169101126515427,2.8129061966086835,1.6996152932881896,2.3392527913736014,3.007887971269301
Kisumu,house,K980,7.4,0,0,0,0,0,0,0,4.475655276619543,2.1684327543966244,2.856228446566001,3.577836022406632,1.1104350272781096,4.2949599409091475
Kisumu,house,K981,8.9,0,0,0,0,0,0,0,2.3392527913736014,3.007887971269301,3.2659667391455676,3.7667575556784354,2.5531846082729026,2.4013710751652426
Kisumu,house,K982,7.0,1,0,2,0,0,0,0,1.2851727883327313,1.8129890800594386,3.1366938481503746,2.069737419338085,3.2788434315657278,3.5236610195050297
Kisumu,house,K983,9.8,1,0,1,0,0,0,0,1.1104350272781096,4.2949599409091475,1.271924147573384,2.7169101126515427,3.680173563643357,2.4450858645409967
Kisumu,house,K984,8.6,1,0,1,0,0,0,0,2.5531846082729026,2.4013710751652426,4.475655276619543,2.1684327543966244,2.255362493707058,1.804416956872239
Kisumu,house,K985,11.5,0,0,0,0,0,0,0,2.5894058820124064,2.7047153389541956,1.2851727883327313,1.8129890800594386,2.8837686366795365,2.265784533979075
Kisumu,house,K986,11.9,0,0,0,0,0,0,0,1.4869510707581137,2.3031814819464462,1.1104350272781096,4.2949599409091475,3.9303552530112844,1.326095833881003
Kisumu,house,K987,10.0,0,0,0,0,0,0,0,2.255362493707058,1.804416956872239,2.5531846082729026,2.4013710751652426,3.6705725085675387,4.574454896533534
Kisumu,house,K988,6.9,1,0,2,0,0,0,0,2.8837686366795365,2.265784533979075,3.2788434315657278,3.5236610195050297,1.6585330999226429,2.5396175573864492
Kisumu,house,K989,8.1,2,6,10,0,0,0,0,2.9470780009149067,3.3971868433173813,1.4869510707581137,2.3031814819464462,2.300426395282333,1.6155967310278017
Kisumu,house,K990,10.3,0,0,0,0,0,0,0,3.5975726588635237,1.8346468604672144,1.5893513827818468,1.8426320161514576,3.3546852014410504,4.01312234471719
Kisumu,house,K991,10.7,0,0,0,0,0,0,0,3.9303552530112844,1.326095833881003,3.680173563643357,2.4450858645409967,2.400120458574808,1.9484900561292882
Kisumu,house,K992,9.3,1,0,2,1,1,0,0,3.6705725085675387,4.574454896533534,2.255362493707058,1.804416956872239,1.2494327269158774,3.9476112279440043
Kisumu,house,K993,7.4,1,0,1,3,3,0,0,1.6585330999226429,2.5396175573864492,2.9470780009149067,3.3971868433173813,2.5458899434450473,1.4027410003127267
Kisumu,house,K994,9.2,0,0,0,0,0,0,0,2.300426395282333,1.6155967310278017,3.5975726588635237,1.8346468604672144,3.6422628803900143,3.315681972751816
Kisumu,house,K995,10.8,0,0,0,0,0,0,0,3.3546852014410504,4.01312234471719,3.9303552530112844,1.326095833881003,1.3707393719137289,3.137532214278152
Kisumu,house,K996,7.0,0,0,0,0,0,0,0,2.400120458574808,1.9484900561292882,3.6705725085675387,4.574454896533534,2.3330671195171626,4.552438551404087
Kisumu,house,K997,10.1,0,0,0,0,0,0,0,1.2494327269158774,3.9476112279440043,1.6585330999226429,2.5396175573864492,2.9613763480105737,2.53596119336588
Kisumu,house,K998,9.7,1,0,2,3,3,0,0,2.5458899434450473,1.4027410003127267,2.300426395282333,1.6155967310278017,2.029519755653137,2.335156591762141
Kisumu,house,K999,10.2,0,0,0,0,0,0,0,3.6422628803900143,3.315681972751816,3.3546852014410504,4.01312234471719,2.5695806440646987,2.188878222802018
Kisumu,house,K1000,8.9,1,2,10,0,0,0,0,3.1533703734742544,2.1541105961119493,2.400120458574808,1.9484900561292882,1.564913213271921,3.877262650864313
Kisumu,house,K1001,11.7,2,0,3,3,3,0,0,1.3707393719137289,3.137532214278152,1.2494327269158774,3.9476112279440043,4.005884943839322,2.4693622838872664
Kisumu,house,K1002,7.0,2,0,2,0,0,0,0,2.9613763480105737,2.53596119336588,2.5458899434450473,1.4027410003127267,2.3709051406329995,2.5274364984852933
Kisumu,house,K1003,7.4,0,0,0,0,0,0,0,2.029519755653137,2.335156591762141,3.1533703734742544,2.1541105961119493,2.284659380536054,1.7088671761431555
Kisumu,house,K1004,8.3,1,0,2,0,0,0,0,2.5695806440646987,2.188878222802018,1.3707393719137289,3.137532214278152,4.026821994042692,1.3250380771720907
Kisumu,house,K1005,11.7,0,0,0,0,0,0,0,1.564913213271921,3.877262650864313,2.3330671195171626,4.552438551404087,1.9012567172614863,2.7446172523529064
Kisumu,house,K1006,11.0,1,0,2,0,0,0,0,4.005884943839322,2.4693622838872664,2.029519755653137,2.335156591762141,3.037405613605641,2.670557590507851
Kisumu,house,K1007,10.4,0,0,0,0,0,0,0,2.3709051406329995,2.5274364984852933,2.5695806440646987,2.188878222802018,1.8722243650030312,3.850059110862208
Kisumu,house,K1008,10.1,0,0,0,0,0,0,0,2.284659380536054,1.7088671761431555,1.564913213271921,3.877262650864313,2.3467619644200095,4.4613130034159685
Kisumu,house,K1009,8.6,1,0,1,0,0,0,0,4.026821994042692,1.3250380771720907,4.005884943839322,2.4693622838872664,2.110823583838901,4.07375457495071
Kisumu,house,K1010,7.0,2,0,3,0,0,0,0,3.114305898095223,3.3569181564052086,2.284659380536054,1.7088671761431555,1.1591646101219704,2.8824137755849013
Kisumu,house,K1011,8.6,0,0,0,0,0,0,0,1.9012567172614863,2.7446172523529064,4.026821994042692,1.3250380771720907,1.7521022411554539,2.8738687937472167
Kisumu,house,K1012,7.4,1,2,10,0,0,0,0,1.8722243650030312,3.850059110862208,3.114305898095223,3.3569181564052086,2.0620995425056265,2.717952029489022
Kisumu,house,K1013,9.2,0,0,0,0,0,0,0,2.110823583838901,4.07375457495071,1.9012567172614863,2.7446172523529064,1.4534234777169341,2.507225472951115
Kisumu,house,K1014,9.9,3,0,6,0,0,0,0,1.1591646101219704,2.8824137755849013,3.037405613605641,2.670557590507851,1.541350755822097,3.143722036231328
Kisumu,house,K1015,10.5,0,0,0,0,0,0,0,1.7521022411554539,2.8738687937472167,2.110823583838901,4.07375457495071,1.7863006241728197,2.200959886448563
Kisumu,house,K1016,7.9,0,0,0,0,0,0,0,1.753493591921419,2.1127093806770545,1.1591646101219704,2.8824137755849013,1.245943659915215,1.8907634664346276
Kisumu,house,K1017,11.2,4,0,5,14,14,0,0,1.4534234777169341,2.507225472951115,1.7521022411554539,2.8738687937472167,2.918631229392484,2.323280039313364
Kisumu,house,K1018,9.0,2,0,4,12,12,0,0,1.541350755822097,3.143722036231328,1.753493591921419,2.1127093806770545,2.2036149292195066,1.1175697266613873
Kisumu,house,K1019,8.2,0,0,0,0,0,0,0,1.7863006241728197,2.200959886448563,2.0620995425056265,2.717952029489022,1.9873449672363448,2.529106637465876
Kisumu,house,K1020,9.0,2,1,10,4,4,0,0,1.245943659915215,1.8907634664346276,1.4534234777169341,2.507225472951115,1.36156631248514,2.537736154417718
Kisumu,house,K1021,7.3,0,0,0,0,0,0,0,1.9873449672363448,2.529106637465876,1.541350755822097,3.143722036231328,3.8831106489042093,3.137278412129416
Kisumu,house,K1022,7.6,0,0,0,0,0,0,0,1.36156631248514,2.537736154417718,1.7863006241728197,2.200959886448563,3.740786462240735,2.3570240296845983
Kisumu,house,K1023,10.4,0,0,0,0,0,0,0,3.8831106489042093,3.137278412129416,1.245943659915215,1.8907634664346276,1.8452388366401278,2.766520253296785
Kisumu,house,K1024,8.1,0,0,0,0,0,0,0,1.6193571388174726,2.396859690401338,2.2036149292195066,1.1175697266613873,2.882787992173429,3.709666500621999
Kisumu,house,K1025,9.7,0,0,0,0,0,0,0,3.740786462240735,2.3570240296845983,1.9873449672363448,2.529106637465876,3.3335010120498882,2.7678402967137314
Kisumu,house,K1026,11.1,1,1,10,0,0,0,0,1.8452388366401278,2.766520253296785,1.36156631248514,2.537736154417718,2.6999330040830247,2.660246667416149
Kisumu,house,K1027,7.4,0,0,0,0,0,0,0,2.882787992173429,3.709666500621999,3.8831106489042093,3.137278412129416,3.5432927361521047,1.5723092518076387
Kisumu,house,K1028,9.8,0,0,0,0,0,0,0,3.5165357425728394,2.617162046993604,1.6193571388174726,2.396859690401338,2.3557472429065065,5.186111457675705
Kisumu,house,K1029,7.4,3,1,10,7,7,0,0,3.3335010120498882,2.7678402967137314,3.740786462240735,2.3570240296845983,1.8617990959336363,2.0666973740159027
Kisumu,house,K1030,8.6,1,1,10,0,0,0,0,2.4014127341727454,3.3687397684078255,1.8452388366401278,2.766520253296785,3.216890421255498,1.4275246514344608
Kisumu,house,K1031,10.0,1,0,2,18,18,0,0,3.5432927361521047,1.5723092518076387,2.882787992173429,3.709666500621999,4.389005613894136,2.5722926581977408
Kisumu,house,K1032,9.4,0,0,0,0,0,0,0,2.3557472429065065,5.186111457675705,3.5165357425728394,2.617162046993604,3.173604230933393,3.3017670836594775
Kisumu,house,K1033,8.6,0,0,0,0,0,0,0,2.9469326809561056,3.7856510210731047,3.3335010120498882,2.7678402967137314,2.657543409158428,3.3275878092310514
Kisumu,house,K1034,7.9,0,0,0,0,0,0,0,1.8617990959336363,2.0666973740159027,2.4014127341727454,3.3687397684078255,1.1458333994561998,3.039604758231731
Kisumu,house,K1035,9.3,0,0,0,0,0,0,0,3.216890421255498,1.4275246514344608,3.5432927361521047,1.5723092518076387,2.3063176304990383,2.3329650668813526
Kisumu,house,K1036,11.1,0,0,0,0,0,0,0,2.623512626223996,3.1030082195887867,2.3557472429065065,5.186111457675705,2.905037126776666,1.9955516076894633
Kisumu,house,K1037,8.6,2,1,10,0,0,0,0,4.389005613894136,2.5722926581977408,1.8617990959336363,2.0666973740159027,2.9565140212578993,2.6155155901521394
Kisumu,house,K1038,11.0,0,0,0,0,0,0,0,3.173604230933393,3.3017670836594775,3.216890421255498,1.4275246514344608,3.383369100319269,1.8827606074480083
Kisumu,house,K1039,7.1,0,0,0,0,0,0,0,2.657543409158428,3.3275878092310514,4.389005613894136,2.5722926581977408,1.3750398868528508,1.7684572344190201
Kisumu,house,K1040,8.9,0,0,0,0,0,0,0,1.1458333994561998,3.039604758231731,3.173604230933393,3.3017670836594775,1.5876980277708257,3.7429003223612813
Kisumu,house,K1041,11.5,1,2,10,0,0,0,0,2.3063176304990383,2.3329650668813526,2.657543409158428,3.3275878092310514,1.3141066023500003,2.645232011513091
Kisumu,house,K1042,9.6,0,0,0,0,0,0,0,2.885686475887231,1.7911846023267182,1.1458333994561998,3.039604758231731,3.524780705530252,2.240813861025607
Kisumu,house,K1043,8.3,1,0,1,3,3,0,0,2.905037126776666,1.9955516076894633,2.885686475887231,1.7911846023267182,3.248571241020593,2.008500096871846
Kisumu,house,K1044,6.9,0,0,0,0,0,0,0,3.383369100319269,1.8827606074480083,2.905037126776666,1.9955516076894633,2.4255872183480873,2.0121701944930805
Kisumu,house,K1045,10.8,0,0,0,0,0,0,0,1.3750398868528508,1.7684572344190201,3.383369100319269,1.8827606074480083,1.8649120464113838,1.5165824909692431
Kisumu,house,K1046,9.3,3,0,4,6,6,0,0,2.710645364409297,3.3908482865234406,1.3750398868528508,1.7684572344190201,2.819854474505687,1.9537713921245332
Kisumu,house,K1047,8.3,0,0,0,0,0,0,0,1.5876980277708257,3.7429003223612813,2.710645364409297,3.3908482865234406,1.798828786338553,2.4209772736459083
Kisumu,house,K1048,10.9,0,0,0,0,0,0,0,1.3141066023500003,2.645232011513091,1.5876980277708257,3.7429003223612813,2.2036654620780767,2.466099266147551
Kisumu,house,K1049,7.8,0,2,10,5,5,0,0,3.524780705530252,2.240813861025607,1.3141066023500003,2.645232011513091,2.809501121359387,2.6196955847663257
Kisumu,house,K1050,11.6,0,0,0,0,0,0,0,3.248571241020593,2.008500096871846,3.524780705530252,2.240813861025607,1.639648540159081,2.0162255373864495
Kisumu,house,K1051,10.1,0,0,0,0,0,0,0,2.4255872183480873,2.0121701944930805,3.248571241020593,2.008500096871846,2.328221792801471,2.22534275531009
Kisumu,house,K1052,10.5,0,0,0,0,0,0,0,1.610585203550027,2.18950510717368,2.4255872183480873,2.0121701944930805,2.3412523037062978,3.747967402668231
Kisumu,house,K1053,8.1,0,0,0,0,0,0,0,1.8649120464113838,1.5165824909692431,1.610585203550027,2.18950510717368,3.9919465865247536,3.048097843653229
Kisumu,house,K1054,10.5,0,0,0,0,0,0,0,1.798828786338553,2.4209772736459083,1.8649120464113838,1.5165824909692431,4.6098202680431175,4.210243911787749
Kisumu,house,K1055,8.0,0,0,0,0,0,0,0,2.2036654620780767,2.466099266147551,1.798828786338553,2.4209772736459083,2.981837254471929,1.0528306963158052
Kisumu,house,K1056,7.3,0,1,10,0,0,0,0,2.809501121359387,2.6196955847663257,1.639648540159081,2.0162255373864495,1.6067825832783555,3.218918155561155
Kisumu,house,K1057,7.7,1,1,10,0,0,0,0,1.639648540159081,2.0162255373864495,2.328221792801471,2.22534275531009,4.159859513522467,1.4902520880983092
Kisumu,house,K1058,8.7,0,0,0,0,0,0,0,2.328221792801471,2.22534275531009,2.3412523037062978,3.747967402668231,2.991446113228081,1.6017932589419188
Kisumu,house,K1059,8.9,0,0,0,0,0,0,0,2.3412523037062978,3.747967402668231,3.9919465865247536,3.048097843653229,4.568334125645809,4.845020255847568
Kisumu,house,K1060,7.6,1,0,2,0,0,0,0,3.9919465865247536,3.048097843653229,4.6098202680431175,4.210243911787749,1.400141997785266,2.9888822073408665
Kisumu,house,K1061,7.8,0,0,0,0,0,0,0,4.6098202680431175,4.210243911787749,2.981837254471929,1.0528306963158052,3.5022844433160847,2.2523761895173586
Kisumu,house,K1062,7.9,1,0,1,0,0,0,0,2.981837254471929,1.0528306963158052,1.6067825832783555,3.218918155561155,2.5769558279701115,2.5719756624742987
Kisumu,house,K1063,11.6,1,1,10,0,0,0,0,1.6067825832783555,3.218918155561155,4.159859513522467,1.4902520880983092,1.518258317316717,1.9300600225803746
Kisumu,house,K1064,8.3,0,0,0,0,0,0,0,4.159859513522467,1.4902520880983092,2.991446113228081,1.6017932589419188,2.8925222626227414,1.931754262123939
Kisumu,house,K1065,12.0,1,0,1,0,0,0,0,2.991446113228081,1.6017932589419188,4.568334125645809,4.845020255847568,3.7211473230641268,4.025920330735006
Kisumu,house,K1066,11.6,1,0,3,0,0,0,0,4.568334125645809,4.845020255847568,1.400141997785266,2.9888822073408665,1.6920391301908166,3.1622591449191417
Kisumu,house,K1067,11.9,2,0,6,0,0,0,0,1.400141997785266,2.9888822073408665,3.5022844433160847,2.2523761895173586,1.8703896143613297,3.5477400645098918
Kisumu,house,K1068,6.9,1,0,1,7,7,0,0,3.5022844433160847,2.2523761895173586,2.5769558279701115,2.5719756624742987,4.245727653684907,2.635032289243472
Kisumu,house,K1069,8.3,0,0,0,0,0,0,0,2.5769558279701115,2.5719756624742987,1.518258317316717,1.9300600225803746,1.3276917351229869,2.734488124020899
Kisumu,house,K1070,7.9,0,0,0,0,0,0,0,2.8925222626227414,1.931754262123939,2.8925222626227414,1.931754262123939,3.3309901494664222,3.1584210537324613
Kisumu,house,K1071,10.5,1,2,10,0,0,0,0,3.7211473230641268,4.025920330735006,3.7211473230641268,4.025920330735006,4.647213345052097,2.2459994925053053
Kisumu,house,K1072,7.0,0,0,0,0,0,0,0,1.6920391301908166,3.1622591449191417,1.6920391301908166,3.1622591449191417,3.1700231502382703,2.6049907739917715
Kisumu,house,K1073,9.3,2,1,10,6,6,0,0,1.8703896143613297,3.5477400645098918,1.8703896143613297,3.5477400645098918,3.8594922894178705,2.197750948959874
Kisumu,house,K1074,9.9,1,0,1,0,0,0,0,4.245727653684907,2.635032289243472,4.245727653684907,2.635032289243472,2.0802735103379617,3.359056311059894
Kisumu,house,K1075,7.3,0,0,0,0,0,0,0,1.3276917351229869,2.734488124020899,1.3276917351229869,2.734488124020899,2.714000442288496,1.256039600746012
Kisumu,house,K1076,8.9,0,0,0,0,0,0,0,3.3309901494664222,3.1584210537324613,3.3309901494664222,3.1584210537324613,2.2189205289797815,4.260514342066615
Kisumu,house,K1077,8.5,0,0,0,0,0,0,0,4.647213345052097,2.2459994925053053,4.647213345052097,2.2459994925053053,1.1810300903434416,3.6389681249242094
Kisumu,house,K1078,9.4,0,0,0,0,0,0,0,3.1700231502382703,2.6049907739917715,2.0802735103379617,3.359056311059894,4.14242466025313,4.8999626901669515
Kisumu,house,K1079,7.6,1,0,3,0,0,0,0,3.8594922894178705,2.197750948959874,2.714000442288496,1.256039600746012,4.07316850782369,1.8159656652686287
Kisumu,house,K1080,11.8,0,0,0,0,0,0,0,2.714000442288496,1.256039600746012,2.2189205289797815,4.260514342066615,3.046878168532797,2.2143057398616715
Kisumu,house,K1081,7.6,0,0,0,0,0,0,0,1.1810300903434416,3.6389681249242094,1.1810300903434416,3.6389681249242094,3.0608540985360433,3.7273652232542034
Kisumu,house,K1082,9.5,0,0,0,0,0,0,0,3.046878168532797,2.2143057398616715,4.14242466025313,4.8999626901669515,1.6765581874033195,3.884254565055726
Kisumu,house,K1083,7.3,0,0,0,0,0,0,0,3.0608540985360433,3.7273652232542034,4.07316850782369,1.8159656652686287,4.193145198352229,3.7086487571560913
Kisumu,house,K1084,9.4,2,0,2,0,0,0,0,1.6765581874033195,3.884254565055726,3.0608540985360433,3.7273652232542034,2.553283394561346,1.7449829188763504
Kisumu,house,K1085,10.0,2,0,3,0,0,0,0,4.193145198352229,3.7086487571560913,1.6765581874033195,3.884254565055726,4.577714286393251,3.900433158856626
Kisumu,house,K1086,7.0,0,1,10,2,2,0,0,2.553283394561346,1.7449829188763504,4.193145198352229,3.7086487571560913,3.0309501107931807,2.264656805254353
Kisumu,house,K1087,11.0,0,0,0,0,0,0,0,4.577714286393251,3.900433158856626,2.553283394561346,1.7449829188763504,2.1811254363104955,1.5509614348658796
Kisumu,house,K1088,11.4,1,1,10,12,12,0,0,3.0309501107931807,2.264656805254353,4.577714286393251,3.900433158856626,1.3429976828937773,2.9729972515637955
Kisumu,house,K1089,6.8,0,0,0,0,0,0,0,2.1811254363104955,1.5509614348658796,3.0309501107931807,2.264656805254353,1.4875711479847509,1.7352500447461763
Kisumu,house,K1090,9.0,0,0,0,0,0,0,0,1.3429976828937773,2.9729972515637955,2.1811254363104955,1.5509614348658796,2.8675625773394455,2.703815609668926
Kisumu,house,K1091,11.8,0,0,0,0,0,0,0,1.4875711479847509,1.7352500447461763,1.3429976828937773,2.9729972515637955,3.1485259465952593,1.746956349497788
Kisumu,house,K1092,10.2,1,0,1,0,0,0,0,2.8675625773394455,2.703815609668926,1.4875711479847509,1.7352500447461763,2.400854648619477,2.842142069124861
Kisumu,house,K1093,9.0,0,0,0,0,0,0,0,3.1485259465952593,1.746956349497788,3.1485259465952593,1.746956349497788,3.231297938569485,4.308785587036498
Kisumu,house,K1094,11.2,2,1,10,2,2,0,0,2.400854648619477,2.842142069124861,2.400854648619477,2.842142069124861,1.9702514489341552,3.6676365619408156
Kisumu,house,K1095,9.1,1,0,1,0,0,0,0,1.9702514489341552,3.6676365619408156,3.231297938569485,4.308785587036498,1.694013972345285,1.6658410453535204
Kisumu,house,K1096,11.6,0,0,0,0,0,0,0,1.694013972345285,1.6658410453535204,1.9702514489341552,3.6676365619408156,3.4910918733241183,2.5587314598780733
Kisumu,house,K1097,9.5,0,0,0,0,0,0,0,4.15953090594924,2.3049280353386647,1.694013972345285,1.6658410453535204,1.2440096768046314,4.080910702564058
Kisumu,house,K1098,7.4,0,0,0,0,0,0,0,3.4910918733241183,2.5587314598780733,4.15953090594924,2.3049280353386647,1.5779078324767255,4.217268596594202
Kisumu,house,K1099,7.5,0,0,0,0,0,0,0,1.2440096768046314,4.080910702564058,3.4910918733241183,2.5587314598780733,4.434918210585005,3.6762241160827043
Kisumu,house,K1100,11.7,6,1,10,22,22,0,0,1.5779078324767255,4.217268596594202,1.2440096768046314,4.080910702564058,1.6893347969897918,4.342824954145557
